privilege_type,privilege_name,privilege_description,privilege_score
scp,Chat.ReadBasic,Chat.ReadBasic,5
scp,Chat.Read,"ChatMember.ReadWrite, Chat.Read, Chat.ReadWrite, ChatMember.Read",5
scp,ChatMember.Read,"ChatMember.ReadWrite, Chat.Read, Chat.ReadWrite, ChatMember.Read",5
roles,ChatMember.Read.All,ChatMember.Read.All,5
roles,Chat.Read.All,"Chat.Manage.Chat, Chat.Read.All, Chat.ReadBasic.All, Chat.ReadWrite.All, ChatMember.Read.Chat, ChatMember.ReadWrite.All",5
roles,Chat.ReadBasic.All,"Chat.Manage.Chat, Chat.Read.All, Chat.ReadBasic.All, Chat.ReadWrite.All, ChatMember.Read.Chat, ChatMember.ReadWrite.All",5
roles,ChatMember.Read.Chat,"Chat.Manage.Chat, Chat.Read.All, Chat.ReadBasic.All, Chat.ReadWrite.All, ChatMember.Read.Chat, ChatMember.ReadWrite.All",5
roles,TeamMember.Read.Group,"ChatMember.ReadWrite.All, Chat.Manage.Chat, Chat.Read.All, Chat.ReadBasic.All, Chat.ReadWrite.All, ChatMember.Read.Chat, TeamMember.Read.Group",5
roles,Chat.ReadBasic.WhereInstalled,Chat.ReadBasic.WhereInstalled,5
roles,ChatSettings.Read.Chat,"Chat.Manage.Chat, Chat.Read.All, Chat.ReadBasic.All, Chat.ReadWrite.All, ChatSettings.Read.Chat, ChatSettings.ReadWrite.Chat",5
roles,ChatSettings.ReadWrite.Chat,ChatSettings.ReadWrite.Chat,5
roles,TeamsTab.Read.Chat,"TeamsTab.ReadWriteSelfForChat.All, TeamsTab.Read.Chat, TeamsTab.ReadWrite.All, TeamsTab.ReadWrite.Chat, TeamsTab.ReadWriteForChat.All",5
roles,TeamsTab.ReadWriteForChat.All,"TeamsTab.Create.Chat, TeamsTab.ReadWrite.All, TeamsTab.ReadWrite.Chat, TeamsTab.ReadWriteForChat.All, TeamsTab.ReadWriteSelfForChat.All",5
scp,TeamsAppInstallation.ReadWriteAndConsentForChat,"TeamsAppInstallation.ManageSelectedForChat, TeamsAppInstallation.ReadWriteAndConsentForChat, TeamsAppInstallation.ReadWriteAndConsentSelfForChat, TeamsAppInstallation.ReadWriteForChat",5
scp,TeamsAppInstallation.ReadWriteAndConsentSelfForChat,"TeamsAppInstallation.ManageSelectedForChat, TeamsAppInstallation.ReadWriteAndConsentForChat, TeamsAppInstallation.ReadWriteAndConsentSelfForChat, TeamsAppInstallation.ReadWriteForChat",5
roles,TeamsAppInstallation.ReadWriteAndConsentForChat.All,"Chat.Manage.Chat, TeamsAppInstallation.ManageSelectedForChat.All, TeamsAppInstallation.ReadWriteAndConsentForChat.All, TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All, TeamsAppInstallation.ReadWriteForChat.All",5
roles,TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All,"Chat.Manage.Chat, TeamsAppInstallation.ManageSelectedForChat.All, TeamsAppInstallation.ReadWriteAndConsentForChat.All, TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All, TeamsAppInstallation.ReadWriteForChat.All",5
roles,ChatMessage.Read.Chat,ChatMessage.Read.Chat,5
scp,ResourceSpecificPermissionGrant.ReadForChat,ResourceSpecificPermissionGrant.ReadForChat,5
roles,ResourceSpecificPermissionGrant.ReadForChat.All,"Chat.Manage.Chat, ResourceSpecificPermissionGrant.ReadForChat.All, TeamsAppInstallation.ManageSelectedForChat.All, TeamsAppInstallation.Read.All, TeamsAppInstallation.ReadForChat.All, TeamsAppInstallation.ReadWriteForChat.All, TeamsAppInstallation.ReadWriteSelfForChat.All",5
roles,ChatMessage.Read.All,ChatMessage.Read.All,5
scp,ChatMessage.Send,ChatMessage.Send,8
scp,Chat.Create,Chat.Create,8
roles,TeamsTab.Create.Chat,"TeamsTab.Create.Chat, TeamsTab.ReadWrite.All, TeamsTab.ReadWrite.Chat, TeamsTab.ReadWriteForChat.All, TeamsTab.ReadWriteSelfForChat.All",8
scp,TeamsActivity.Send,TeamsActivity.Send,8
roles,TeamsActivity.Send.Chat,TeamsActivity.Send.Chat,8
roles,Tasks.Read.All,Tasks.Read.All,5
scp,UserCloudClipboard.Read,UserCloudClipboard.Read,5
roles,EngagementMeetingConversation.Read.All,EngagementMeetingConversation.Read.All,5
scp,Presence.Read.All,Presence.Read.All,5
roles,Presence.ReadWrite.All,Presence.ReadWrite.All,5
scp,Group-UsageRight.Read.All,Group-UsageRight.Read.All,5
scp,Group-CloudLicensing.Read,"Directory.Read.All, Directory.ReadWrite.All, Group-CloudLicensing.Read, Group-CloudLicensing.Read.All, Group.Read.All, Group.ReadWrite.All, User.Read.All, User.ReadWrite.All",5
scp,Group-CloudLicensing.Read.All,"Directory.Read.All, Directory.ReadWrite.All, Group-CloudLicensing.Read, Group-CloudLicensing.Read.All, Group.Read.All, Group.ReadWrite.All, User.Read.All, User.ReadWrite.All",5
scp,User.Read.All,"Application.ReadWrite.All, Device.Read.All, Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All, User.Read.All",5
scp,User.ReadWrite.All,"User.Read, User.Read.All, User.ReadWrite, User.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, User-CloudLicensing.Read.All, User-CloudLicensing.Read, User-UsageRight.Read.All, User-UsageRight.Read",5
scp,User-UsageRight.Read,User-UsageRight.Read,5
scp,User.ReadWrite,User.ReadWrite,5
scp,User-CloudLicensing.Read.All,"User.Read, User.Read.All, User.ReadWrite, User.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, User-CloudLicensing.Read.All, User-CloudLicensing.Read, User-UsageRight.Read.All, User-UsageRight.Read",5
scp,User-CloudLicensing.Read,"User.Read, User.Read.All, User.ReadWrite, User.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, User-CloudLicensing.Read.All, User-CloudLicensing.Read, User-UsageRight.Read.All, User-UsageRight.Read",5
scp,User-UsageRight.Read.All,"User.Read, User.Read.All, User.ReadWrite, User.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, User-CloudLicensing.Read.All, User-CloudLicensing.Read, User-UsageRight.Read.All, User-UsageRight.Read",5
scp,CloudPC.ReadWrite.All,CloudPC.ReadWrite.All,5
scp,CloudPC.Read.All,CloudPC.Read.All,5
scp,Sites.Manage.All,"Sites.FullControl.All, Sites.Manage.All, Sites.Selected",20
scp,Sites.FullControl.All,"Files.ReadWrite.All, Sites.ReadWrite.All, Sites.FullControl.All",20
scp,Community.ReadWrite.All,Community.ReadWrite.All,5
scp,Community.Read.All,Community.Read.All,5
scp,Contacts.ReadWrite,Contacts.ReadWrite,5
scp,Contacts.Read,Contacts.Read,5
scp,Site.Manage.All,Site.Manage.All,20
scp,Group-Conversation.Read.All,Group-Conversation.Read.All,5
scp,Group-Conversation.ReadWrite.All,"Group-Conversation.ReadWrite.All, Group.Read.All, Group.ReadWrite.All",5
scp,TeamMember.ReadWrite.All,TeamMember.ReadWrite.All,5
scp,TeamMember.ReadWriteNonOwnerRole.All,TeamMember.ReadWriteNonOwnerRole.All,5
scp,Policy.ReadWrite.CrossTenantAccess,Policy.ReadWrite.CrossTenantAccess,5
scp,PermissionGrants.GetAsync,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp var result = await graphClient.Chats[""{chat-id}""].PermissionGrants.GetAsync();",8
scp,Calendar.CalendarPermissions.PostAsync,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp var result = await graphClient.Users[""{user-id}""].Calendar.CalendarPermissions.PostAsync(requestBody);",8
scp,Permissions.PostAsync,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp var result = await graphClient.Sites[""{site-id}""].Permissions.PostAsync(requestBody);",8
scp,graphClient.Policies.PermissionGrantPolicies.PostAsync,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp var result = await graphClient.Policies.PermissionGrantPolicies.PostAsync(requestBody);",8
scp,microsoft.graph.allScopeSensitivityLabels,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",20
scp,LabelKind.All,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",20
scp,microsoft.graph.allPreApprovedPermissions,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",20
scp,PermissionKind.All,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",20
scp,PermissionType.Application,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",8
scp,microsoft.graph.enumeratedPreApprovedPermissions,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.permission_grant_pre_approval_policy import PermissionGrantPreApprovalPolicy from msgraph_beta.generated.models.pre_approval_detail import PreApprovalDetail from msgraph_beta.generated.models.resource_scope_type import ResourceScopeType from msgraph_beta.generated.models.all_scope_sensitivity_labels import AllScopeSensitivityLabels from msgraph_beta.generated.models.label_kind import LabelKind from msgraph_beta.generated.models.all_pre_approved_permissions import AllPreApprovedPermissions from msgraph_beta.generated.models.permission_kind import PermissionKind from msgraph_beta.generated.models.permission_type import PermissionType from msgraph_beta.generated.models.enumerated_pre_approved_permissions import EnumeratedPreApprovedPermissions from msgraph_beta.generated.models.enumerated_scope_sensitivity_labels import EnumeratedScopeSensitivityLabels # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = PermissionGrantPreApprovalPolicy( conditions = [ PreApprovalDetail( scope_type = ResourceScopeType.Chat, sensitivity_labels = AllScopeSensitivityLabels( odata_type = ""#microsoft.graph.allScopeSensitivityLabels"", label_kind = LabelKind.All, ), permissions = AllPreApprovedPermissions( odata_type = ""#microsoft.graph.allPreApprovedPermissions"", permission_kind = PermissionKind.All, permission_type = PermissionType.Application, ), ), PreApprovalDetail( scope_type = ResourceScopeType.Group, permissions = EnumeratedPreApprovedPermissions( odata_type = ""#microsoft.graph.enumeratedPreApprovedPermissions"", permission_kind = PermissionKind.Enumerated, permission_type = PermissionType.Application, resource_application_id = ""00000003-0000-0000-c000-000000000000"", permission_ids = [ ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", ], ), additional_data = { ""scope_sensitivity_labels"" : { ""@odata_type"" : ""microsoft.graph.enumeratedScopeSensitivityLabels"", ""label_kind"" : LabelKind.Enumerated, ""sensitivity_labels"" : [ ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", ], }, } ), ], )",8
